"sample_id","ground_truth_path","prediction_path","compile_success","load_success","chamfer_distance","hausdorff_distance","watertight_pred","euler_pred","eecm","sphericity_pred","sphericity_discrepancy","rotation_aligned","alignment_chamfer_distance","model","method_context","prompt_set","round_name","round_slug","level","difficulty","position_in_level_file","position_in_prompt_file","target_code","uid","source_stl","prompt","word_count","char_count","reference_model_path"
"UB40-B001","data/reference_models/stl/UB40-T001.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text-to-cadquery_per_sample.csv","1","1","0.28392425741747457","0.6383911764680305","True","0.0","0.0","0.07313248992518644","0.7912216938169784","True","0.28392425741747457","cadquery","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","1","1","UB40-T001","UB40-T001","UB40-T001.stl","A frustum-shaped solid about 50 units tall, with flat circular ends and a larger diameter at the top than at the bottom.","22","120","data/reference_models/stl/UB40-T001.stl"
"UB40-B002","data/reference_models/stl/UB40-T002.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text-to-cadquery_per_sample.csv","1","1","0.01284896973270586","0.0594340603614038","True","2.0","1.0","0.17752991167015256","0.0515362959021087","False","0.01284896973270586","cadquery","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","2","2","UB40-T002","UB40-T002","UB40-T002.stl","A very thin nearly square plate about 0.56 by 0.51 units in plan and only about 0.0066 units thick.","19","99","data/reference_models/stl/UB40-T002.stl"
"UB40-B003","data/reference_models/stl/UB40-T003.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text-to-cadquery_per_sample.csv","1","1","0.013455815262490177","0.04287948695359204","True","2.0","1.0","0.7948386779825972","0.003486186494787269","True","0.013455815262490177","cadquery","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","3","3","UB40-T003","UB40-T003","UB40-T003.stl","A short solid cylinder about 0.56 units in diameter and about 0.23 units high, with flat circular ends.","18","103","data/reference_models/stl/UB40-T003.stl"
"UB40-B004","data/reference_models/stl/UB40-T004.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text-to-cadquery_per_sample.csv","1","1","0.01923436238190852","0.06385310280857738","True","2.0","1.0","0.6151993618716208","0.06434093072364933","False","0.01923436238190852","cadquery","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","4","4","UB40-T004","UB40-T004","UB40-T004.stl","A solid rectangular bar about 0.75 units long, 0.375 units wide, and 0.0938 units thick, with one semicircular notch cut into a short side.","24","139","data/reference_models/stl/UB40-T004.stl"
"UB40-B005","data/reference_models/stl/UB40-T005.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text-to-cadquery_per_sample.csv","1","1","0.080114619639167","0.5002235429575911","True","0.0","0.0","0.14693359422358993","0.36514893019157796","False","0.080114619639167","cadquery","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","5","5","UB40-T005","UB40-T005","UB40-T005.stl","A thin triangular plate about 0.56 by 0.54 units in plan and about 0.0758 units thick, with three corner holes.","20","111","data/reference_models/stl/UB40-T005.stl"
"UB40-B006","data/reference_models/stl/UB40-T006.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text-to-cadquery_per_sample.csv","1","1","0.07559167736978087","0.2155621031590258","True","0.0","1.0","0.6122732544514284","0.04091419595163248","True","0.07559167736978087","cadquery","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","6","6","UB40-T006","UB40-T006","UB40-T006.stl","A rectangular block about 80 by 50 by 30 units overall, with one large circular blind recess opened from the top and offset toward one end.","26","139","data/reference_models/stl/UB40-T006.stl"
"UB40-B007","data/reference_models/stl/UB40-T007.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text-to-cadquery_per_sample.csv","1","1","0.056483525329950754","0.2093808132399677","True","0.0","0.0","0.1964765709229005","0.3462681605835377","True","0.056483525329950754","cadquery","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","7","7","UB40-T007","UB40-T007","UB40-T007.stl","A thin tapered plate about 120 units long, 40 units wide, and 18 units thick, with three circular holes aligned along its length.","23","129","data/reference_models/stl/UB40-T007.stl"
"UB40-B008","data/reference_models/stl/UB40-T008.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text-to-cadquery_per_sample.csv","1","1","0.10014556816005314","0.3868867065110171","True","0.0","0.0","0.11733783511573058","0.6069061179462046","False","0.10014556816005314","cadquery","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","8","8","UB40-T008","UB40-T008","UB40-T008.stl","A stepped square pedestal about 0.75 by 0.75 units in footprint and about 0.60 units tall, finished with a pyramid on top.","22","122","data/reference_models/stl/UB40-T008.stl"
"UB40-B009","data/reference_models/stl/UB40-T009.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text-to-cadquery_per_sample.csv","1","1","0.10578537067416931","0.39772742531239486","True","0.0","1.0","0.38365009579934467","0.27190960180578455","False","0.10578537067416931","cadquery","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","9","9","UB40-T009","UB40-T009","UB40-T009.stl","A thin circular ring with an outer diameter of about 0.56 units and a concentric hole through the middle.","19","105","data/reference_models/stl/UB40-T009.stl"
"UB40-B010","data/reference_models/stl/UB40-T010.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text-to-cadquery_per_sample.csv","1","1","0.09005444880322389","0.3040512141583851","True","2.0","1.0","0.55132740092516","0.20654671634925043","True","0.09005444880322389","cadquery","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","beginner","beginner","10","10","UB40-T010","UB40-T010","UB40-T010.stl","A narrow U-shaped frame about 0.56 by 0.25 by 0.14 units overall, open on one side and ending in two short feet.","22","112","data/reference_models/stl/UB40-T010.stl"
