"sample_id","ground_truth_path","prediction_path","compile_success","load_success","chamfer_distance","hausdorff_distance","watertight_pred","euler_pred","eecm","sphericity_pred","sphericity_discrepancy","rotation_aligned","alignment_chamfer_distance","model","method_context","prompt_set","round_name","round_slug","level","difficulty","position_in_level_file","position_in_prompt_file","target_code","uid","source_stl","prompt","word_count","char_count","reference_model_path"
"UB40-B001","data/reference_models/stl/UB40-T001.stl","generated_outputs_not_included_in_release/open_loop/iteration1/text2cad_per_sample.csv","1","1","0.2614782280912726","0.37079530234033103","True","0.0","0.0","0.1865926407111779","0.6777615430309869","True","0.2614782280912726","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration1","iteration1","beginner","beginner","1","1","UB40-T001","UB40-T001","UB40-T001.stl","A tall circular frustum with flat circular ends, a slightly wider top, and a smooth tapered side wall.","18","102","data/reference_models/stl/UB40-T001.stl"
"UB40-B002","data/reference_models/stl/UB40-T002.stl","generated_outputs_not_included_in_release/open_loop/iteration1/text2cad_per_sample.csv","1","1","0.11005392774720547","0.44883099880841604","True","2.0","1.0","0.41058102691095755","0.2845874111429137","True","0.11005392774720547","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration1","iteration1","beginner","beginner","2","2","UB40-T002","UB40-T002","UB40-T002.stl","A very thin square plate with flat parallel faces, straight edges, and sharp corners.","14","85","data/reference_models/stl/UB40-T002.stl"
"UB40-B003","data/reference_models/stl/UB40-T003.stl","generated_outputs_not_included_in_release/open_loop/iteration1/text2cad_per_sample.csv","1","1","0.23557239049460316","0.527320739765179","True","0.0","0.0","0.09950520190059227","0.6918472895872176","True","0.23557239049460316","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration1","iteration1","beginner","beginner","3","3","UB40-T003","UB40-T003","UB40-T003.stl","A short solid cylinder with flat circular ends and a constant outer diameter.","13","77","data/reference_models/stl/UB40-T003.stl"
"UB40-B004","data/reference_models/stl/UB40-T004.stl","generated_outputs_not_included_in_release/open_loop/iteration1/text2cad_per_sample.csv","1","1","0.023588855580003853","0.07609942623571435","True","2.0","1.0","0.5383693776695697","0.01248905347840179","True","0.023588855580003853","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration1","iteration1","beginner","beginner","4","4","UB40-T004","UB40-T004","UB40-T004.stl","A rectangular bar with one centered semicircular notch cut through a short side.","13","80","data/reference_models/stl/UB40-T004.stl"
"UB40-B005","data/reference_models/stl/UB40-T005.stl","generated_outputs_not_included_in_release/open_loop/iteration1/text2cad_per_sample.csv","1","1","0.08056844446342408","0.5999428921175864","True","2.0","0.0","0.11297572338636906","0.3991068010287988","False","0.08056844446342408","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration1","iteration1","beginner","beginner","5","5","UB40-T005","UB40-T005","UB40-T005.stl","A flat rounded triangular plate with three circular holes, one near each corner.","13","80","data/reference_models/stl/UB40-T005.stl"
"UB40-B006","data/reference_models/stl/UB40-T006.stl","generated_outputs_not_included_in_release/open_loop/iteration1/text2cad_per_sample.csv","1","1","0.06811663909256789","0.19305484188651145","True","2.0","0.0","0.6397194308925042","0.013468019510556761","False","0.06811663909256789","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration1","iteration1","beginner","beginner","6","6","UB40-T006","UB40-T006","UB40-T006.stl","A rectangular block with one large circular blind recess opened from the top face.","14","82","data/reference_models/stl/UB40-T006.stl"
"UB40-B007","data/reference_models/stl/UB40-T007.stl","generated_outputs_not_included_in_release/open_loop/iteration1/text2cad_per_sample.csv","1","1","0.05050362918474033","0.15338774180332557","True","2.0","0.0","0.14073010701357763","0.4020146244928606","True","0.05050362918474033","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration1","iteration1","beginner","beginner","7","7","UB40-T007","UB40-T007","UB40-T007.stl","A thin tapered plate with three circular holes arranged in a straight row.","13","74","data/reference_models/stl/UB40-T007.stl"
"UB40-B008","data/reference_models/stl/UB40-T008.stl","generated_outputs_not_included_in_release/open_loop/iteration1/text2cad_per_sample.csv","1","1","0.11647129578165541","0.49180172711971853","True","0.0","0.0","0.6287021974574039","0.09554175560453138","False","0.11647129578165541","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration1","iteration1","beginner","beginner","8","8","UB40-T008","UB40-T008","UB40-T008.stl","A square pedestal with a broad base, a smaller centered tier, and a pyramid-shaped top.","15","87","data/reference_models/stl/UB40-T008.stl"
"UB40-B009","data/reference_models/stl/UB40-T009.stl","generated_outputs_not_included_in_release/open_loop/iteration1/text2cad_per_sample.csv","1","1","0.27821803689870606","0.5094171772860684","True","0.0","1.0","0.13223656971054729","0.02049607571698718","True","0.27821803689870606","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration1","iteration1","beginner","beginner","9","9","UB40-T009","UB40-T009","UB40-T009.stl","A thin annular ring with a concentric circular opening through the center.","12","74","data/reference_models/stl/UB40-T009.stl"
"UB40-B010","data/reference_models/stl/UB40-T010.stl","generated_outputs_not_included_in_release/open_loop/iteration1/text2cad_per_sample.csv","1","1","0.11471365931753114","0.2498841615174721","True","2.0","1.0","0.20136032445834304","0.1434203601175665","True","0.11471365931753114","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration1","iteration1","beginner","beginner","10","10","UB40-T010","UB40-T010","UB40-T010.stl","A thin U-shaped open frame with a rectangular opening and short feet at the two lower ends.","17","91","data/reference_models/stl/UB40-T010.stl"
